"Date de début";"Date de fin";"Organisme";"code zas";"Zas";"code site";"nom site";"type d'implantation";"Polluant";"type d'influence";"Réglementaire";"type d'évaluation";"type de valeur";"valeur";"valeur brute";"unité de mesure";"taux de saisie";"couverture temporelle";"couverture de données";"code qualité";"validité";"Latitude";"Longitude"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO GRAND EST";"FR44ZAG02";"ZAG METZ";"FR01011";"Metz-Centre";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"14.0";"14.382744845360813";"µg-m3";"98.0";"90.0";"89.0";"R";"1";"49.119442";"6.180833"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO GRAND EST";"FR44ZAG02";"ZAG METZ";"FR01012";"Metz-Borny";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"12.0";"12.01663352438883";"µg-m3";"98.0";"99.0";"98.0";"R";"1";"49.110283";"6.223336"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO GRAND EST";"FR44ZRE01";"ZR GRAND-EST";"FR01014";"Pont-à-Mousson";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"14.0";"13.888037058482919";"µg-m3";"99.0";"100.0";"99.0";"R";"1";"48.915";"6.058336"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO GRAND EST";"FR44ZAG02";"ZAG METZ";"FR01020";"Thionville-Centre";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"14.0";"14.371638285378761";"µg-m3";"98.0";"99.0";"97.0";"R";"1";"49.358337";"6.156942"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO GRAND EST";"FR44ZAG02";"ZAG METZ";"FR01059";"HAYANGE-MARSPICH";"Périurbaine";"PM10";"Industrielle";"Oui";"mesures fixes";"Moy. annuelle";"14.0";"14.22126087474681";"µg-m3";"96.0";"99.0";"96.0";"R";"1";"49.3374";"6.08207"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO GRAND EST";"FR44ZAG02";"ZAG METZ";"FR01064";"Metz- Pont Grilles";"Urbaine";"PM10";"Trafic";"Oui";"mesures fixes";"Moy. annuelle";"15.0";"14.74881229622718";"µg-m3";"98.0";"100.0";"98.0";"R";"1";"49.12508";"6.181219"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZAG01";"ZAG MARSEILLE-AIX";"FR02008";"Port de Bouc Leque";"Urbaine";"PM10";"Industrielle";"Oui";"mesures fixes";"Moy. annuelle";"19.0";"19.311227084169747";"µg-m3";"86.0";"99.0";"85.0";"R";"1";"43.401952";"4.981919"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZRE02";"ZR PROVENCE-ALPES-COTE-D-AZUR";"FR02022";"Arles";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"18.0";"17.52879047945986";"µg-m3";"100.0";"100.0";"100.0";"R";"1";"43.675114";"4.62921"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZAG01";"ZAG MARSEILLE-AIX";"FR02029";"Chateauneuf La Mede";"Périurbaine";"PM10";"Industrielle";"Oui";"mesures fixes";"Moy. annuelle";"39.0";"38.8375";"µg-m3";"100.0";"0.0";"0.0";"N";"-1";"43.399546";"5.113214"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZAG01";"ZAG MARSEILLE-AIX";"FR02041";"SALON";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"13.0";"13.201794080676539";"µg-m3";"100.0";"100.0";"100.0";"R";"1";"43.639002";"5.101097"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZAG01";"ZAG MARSEILLE-AIX";"FR02043";"Marignane";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"17.0";"17.353522415370588";"µg-m3";"100.0";"100.0";"100.0";"R";"1";"43.4165306";"5.222281"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZAG01";"ZAG MARSEILLE-AIX";"FR03006";"MARSEILLE RABATAU";"Urbaine";"PM10";"Trafic";"Oui";"mesures fixes";"Moy. annuelle";"21.0";"21.344057834724296";"µg-m3";"97.0";"100.0";"97.0";"R";"1";"43.276451";"5.39736"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZAG01";"ZAG MARSEILLE-AIX";"FR03014";"MARSEILLE ST LOUIS";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"17.0";"16.659951512352762";"µg-m3";"99.0";"100.0";"99.0";"R";"1";"43.348048";"5.360119"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZRE02";"ZR PROVENCE-ALPES-COTE-D-AZUR";"FR03027";"PLAN AUPS/STE  BAUME";"Rurale près des villes";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"11.0";"11.021193652253904";"µg-m3";"99.0";"100.0";"99.0";"R";"1";"43.335201";"5.727365"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZAG01";"ZAG MARSEILLE-AIX";"FR03029";"AIX CENTRE ECOLE ART";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"13.0";"12.799199817101021";"µg-m3";"100.0";"100.0";"100.0";"R";"1";"43.530285";"5.440912"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZAG01";"ZAG MARSEILLE-AIX";"FR03030";"GARDANNE";"Périurbaine";"PM10";"Industrielle";"Oui";"mesures fixes";"Moy. annuelle";"19.0";"18.93357800447872";"µg-m3";"92.0";"100.0";"92.0";"R";"1";"43.453584";"5.466672"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZAG01";"ZAG MARSEILLE-AIX";"FR03043";"MARSEILLE 5 AVENUES";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"16.0";"16.327067758395636";"µg-m3";"97.0";"99.0";"96.0";"R";"1";"43.305287";"5.394716"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZRE02";"ZR PROVENCE-ALPES-COTE-D-AZUR";"FR03067";"BRIGNOLES";"Périurbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"16.0";"16.288485385296724";"µg-m3";"52.0";"25.0";"13.0";"N";"-1";"43.398731";"6.075611"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZAG03";"ZAG TOULON";"FR03068";"TOULON FOCH";"Urbaine";"PM10";"Trafic";"Oui";"mesures fixes";"Moy. annuelle";"24.0";"23.616185304990847";"µg-m3";"99.0";"100.0";"99.0";"R";"1";"43.126821";"5.921605"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZRE02";"ZR PROVENCE-ALPES-COTE-D-AZUR";"FR03070";"ESTEREL";"Périurbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"16.0";"16.243378887841626";"µg-m3";"97.0";"100.0";"97.0";"R";"1";"43.437874";"6.76839"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZAG03";"ZAG TOULON";"FR03071";"TOULON CLARET";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"18.0";"17.767109365977586";"µg-m3";"99.0";"100.0";"99.0";"R";"1";"43.131113";"5.924184"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZAG04";"ZAG AVIGNON";"FR03080";"AVIGNON   MAIRIE";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"15.0";"15.360747021081536";"µg-m3";"100.0";"100.0";"100.0";"R";"1";"43.949673";"4.804341"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO SUD";"FR93ZAG04";"ZAG AVIGNON";"FR03091";"Avignon Rocade De Gaulle";"Urbaine";"PM10";"Trafic";"Oui";"mesures fixes";"Moy. annuelle";"27.0";"26.56207272727278";"µg-m3";"94.0";"100.0";"94.0";"R";"1";"43.9314";"4.826875"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04002";"GENNEVILLIERS";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"16.0";"16.253258246178603";"µg-m3";"88.0";"97.0";"85.0";"R";"1";"48.930319";"2.29435"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04004";"PARIS 18eme";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"17.0";"17.217673014398503";"µg-m3";"98.0";"100.0";"98.0";"R";"1";"48.891666";"2.346667"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04012";"Place Victor Basch";"Urbaine";"PM10";"Trafic";"Oui";"mesures fixes";"Moy. annuelle";"23.0";"22.752421250587727";"µg-m3";"97.0";"100.0";"97.0";"R";"1";"48.827778";"2.3275"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04023";"CERGY-PONTOISE";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"15.0";"15.385077385077405";"µg-m3";"99.0";"100.0";"99.0";"R";"1";"49.04639";"2.043056"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04034";"VITRY-SUR-SEINE";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"16.0";"15.670746577706176";"µg-m3";"99.0";"100.0";"99.0";"R";"1";"48.775897";"2.375788"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZRE01";"ZR ILE-DE-FRANCE";"FR04048";"Zone Rurale Nord";"Rurale régionale";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"12.0";"11.938406728185987";"µg-m3";"98.0";"100.0";"98.0";"R";"1";"49.100277";"2.343889"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04055";"PARIS 1er Les Halles";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"18.0";"17.95301822323466";"µg-m3";"60.0";"100.0";"60.0";"N";"-1";"48.86212";"2.344616"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04058";"Auto A1 -Saint-Denis";"Urbaine";"PM10";"Trafic";"Oui";"mesures fixes";"Moy. annuelle";"30.0";"29.54603325415676";"µg-m3";"96.0";"100.0";"96.0";"R";"1";"48.925278";"2.356667"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZRE01";"ZR ILE-DE-FRANCE";"FR04066";"Zone rurale Sud";"Rurale régionale";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"11.0";"11.172324123519845";"µg-m3";"98.0";"100.0";"98.0";"R";"1";"48.364166";"2.236944"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04098";"LOGNES";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"15.0";"15.385627766130948";"µg-m3";"98.0";"100.0";"98.0";"R";"1";"48.84028";"2.635278"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04099";"NOGENT-SUR-MARNE";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"15.0";"15.41039825686955";"µg-m3";"94.0";"100.0";"94.0";"R";"1";"48.840557";"2.484444"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04118";"Place de l'Opéra";"Urbaine";"PM10";"Trafic";"Oui";"mesures fixes";"Moy. annuelle";"21.0";"20.62951961862847";"µg-m3";"93.0";"100.0";"93.0";"R";"1";"48.870274";"2.3325"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04122";"RN6-MELUN";"Périurbaine";"PM10";"Trafic";"Oui";"mesures fixes";"Moy. annuelle";"22.0";"21.749575729396646";"µg-m3";"98.0";"100.0";"98.0";"R";"1";"48.528057";"2.653611"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04123";"RN2-PANTIN";"Urbaine";"PM10";"Trafic";"Oui";"mesures fixes";"Moy. annuelle";"25.0";"25.134740966477885";"µg-m3";"95.0";"83.0";"79.0";"N";"-1";"48.90222";"2.390833"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04131";"Boulevard Haussmann";"Urbaine";"PM10";"Trafic";"Oui";"mesures fixes";"Moy. annuelle";"22.0";"22.44069334574223";"µg-m3";"98.0";"100.0";"98.0";"R";"1";"48.873333";"2.330278"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04156";"BOBIGNY";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"16.0";"15.85053359915566";"µg-m3";"98.0";"99.0";"97.0";"R";"1";"48.902504";"2.4525"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZRE01";"ZR ILE-DE-FRANCE";"FR04158";"Zone Rurale NO";"Rurale régionale";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"14.0";"13.544289531776501";"µg-m3";"98.0";"100.0";"98.0";"R";"1";"49.063087";"1.866381"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZRE01";"ZR ILE-DE-FRANCE";"FR04173";"RD934 Coulommiers";"Périurbaine";"PM10";"Trafic";"Oui";"mesures fixes";"Moy. annuelle";"19.0";"18.973900966183457";"µg-m3";"95.0";"100.0";"95.0";"R";"1";"48.8059";"3.084158"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04179";"PARIS Stade Lenglen";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"15.0";"14.84906947173741";"µg-m3";"99.0";"100.0";"99.0";"R";"1";"48.830387";"2.269889"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZRE01";"ZR ILE-DE-FRANCE";"FR04181";"RAMBOUILLET";"Périurbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"13.0";"13.045031055900587";"µg-m3";"99.0";"100.0";"99.0";"R";"1";"48.63373";"1.830529"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04319";"TREMBLAY-EN-FRANCE";"Périurbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"14.0";"13.922314526364364";"µg-m3";"99.0";"100.0";"99.0";"R";"1";"48.95555";"2.575278"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZRE01";"ZR ILE-DE-FRANCE";"FR04328";"Zone Rurale SE";"Rurale régionale";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"11.0";"10.805596330275193";"µg-m3";"100.0";"100.0";"100.0";"R";"1";"48.3547";"2.6453"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"AIRPARIF";"FR11ZAG01";"ZAG PARIS";"FR04329";"Bld peripherique Est";"Urbaine";"PM10";"Trafic";"Oui";"mesures fixes";"Moy. annuelle";"25.0";"25.155033791656937";"µg-m3";"98.0";"100.0";"98.0";"R";"1";"48.838615";"2.412781"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO NORMANDIE";"FR28ZRE02";"ZR NORMANDIE";"FR05040";"Honfleur Sce Tech.";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"16.0";"15.681011483586557";"µg-m3";"98.0";"100.0";"98.0";"R";"1";"49.415108";"0.2437"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO NORMANDIE";"FR28ZAR01";"ZAR LE-HAVRE";"FR05074";"Le Havre Ec. Herriot";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"17.0";"16.924083649316273";"µg-m3";"99.0";"100.0";"99.0";"R";"1";"49.48963";"0.100703"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO NORMANDIE";"FR28ZAR01";"ZAR LE-HAVRE";"FR05083";"Gonfreville l Orcher";"Urbaine";"PM10";"Industrielle";"Oui";"mesures fixes";"Moy. annuelle";"14.0";"14.193854359925819";"µg-m3";"98.0";"100.0";"98.0";"R";"1";"49.50273";"0.232486"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO NORMANDIE";"FR28ZAR01";"ZAR LE-HAVRE";"FR05084";"NDGravenchon Pasteur";"Urbaine";"PM10";"Industrielle";"Oui";"mesures fixes";"Moy. annuelle";"13.0";"13.484031842659773";"µg-m3";"98.0";"100.0";"98.0";"R";"1";"49.493332";"0.571853"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO NORMANDIE";"FR28ZRE02";"ZR NORMANDIE";"FR05087";"Maison Parc Brotonne";"Rurale régionale";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"14.0";"14.354621519152944";"µg-m3";"88.0";"99.0";"87.0";"R";"1";"49.498417";"0.758697"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO NORMANDIE";"FR28ZAR01";"ZAR LE-HAVRE";"FR05089";"Le Havre Lafaurie-montant";"Urbaine";"PM10";"Trafic";"Oui";"mesures fixes";"Moy. annuelle";"20.0";"20.107054089241352";"µg-m3";"96.0";"100.0";"96.0";"R";"1";"49.500187";"0.110903"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO NORMANDIE";"FR28ZAR01";"ZAR LE-HAVRE";"FR05090";"Le Havre ville-haute";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"16.0";"15.61688578941353";"µg-m3";"100.0";"100.0";"100.0";"R";"1";"49.514686";"0.100645"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO HAUTS DE FRANCE";"FR32ZAG01";"ZAG BLDV";"FR06001";"Valenciennes Acacias";"Urbaine";"PM10";"Fond";"Oui";"mesures indicatives";"Moy. annuelle";"14.0";"13.942272668975235";"µg-m3";;;;"R";"1";"50.35853";"3.50804"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO HAUTS DE FRANCE";"FR32ZAG01";"ZAG BLDV";"FR06003";"Douai Theuriet";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"17.0";"16.557914782194725";"µg-m3";"96.0";"100.0";"96.0";"R";"1";"50.37822";"3.06586"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO HAUTS DE FRANCE";"FR32ZAG01";"ZAG BLDV";"FR06006";"Valenciennes Wallon";"Urbaine";"PM10";"Trafic";"Oui";"mesures fixes";"Moy. annuelle";"17.0";"17.27415078707536";"µg-m3";"98.0";"98.0";"96.0";"R";"1";"50.36425";"3.52273"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO HAUTS DE FRANCE";"FR32ZRE01";"ZR HAUTS-DE-FRANCE";"FR06007";"Maubeuge Joyeuse";"Urbaine";"PM10";"Fond";"Oui";"mesures indicatives";"Moy. annuelle";"13.0";"13.383933518005543";"µg-m3";;;;"N";"-1";"50.27936";"3.97691"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO HAUTS DE FRANCE";"FR32ZAG01";"ZAG BLDV";"FR06011";"Denain Villars";"Périurbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"17.0";"16.802779392952722";"µg-m3";"99.0";"99.0";"98.0";"R";"1";"50.32276";"3.39593"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO HAUTS DE FRANCE";"FR32ZRE01";"ZR HAUTS-DE-FRANCE";"FR06133";"Cartignies";"Rurale près des villes";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"14.0";"13.905605035031469";"µg-m3";"99.0";"98.0";"96.0";"R";"1";"50.09225";"3.85003"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO AUVERGNE-RHÔNE-ALPES";"FR84ZAG04";"ZAG CLERMONT-FERRAND";"FR07004";"Montferrand";"Urbaine";"PM10";"Fond";"Oui";"mesures indicatives";"Moy. annuelle";"12.0";"11.97154639175258";"µg-m3";;;;"R";"1";"45.79728";"3.113833"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO AUVERGNE-RHÔNE-ALPES";"FR84ZRE02";"ZR AUVERGNE-RHONE-ALPES";"FR07022";"Paray le Fresil";"Rurale régionale";"PM10";"Fond";"Oui";"mesures indicatives";"Moy. annuelle";"10.0";"9.710615958936065";"µg-m3";;;;"R";"1";"46.652668";"3.600667"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO AUVERGNE-RHÔNE-ALPES";"FR84ZRE02";"ZR AUVERGNE-RHONE-ALPES";"FR07031";"Rageade";"Rurale régionale";"PM10";"Fond";"Oui";"mesures indicatives";"Moy. annuelle";"9.0";"8.64742376445847";"µg-m3";;;;"R";"1";"45.10472";"3.277361"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO AUVERGNE-RHÔNE-ALPES";"FR84ZAG04";"ZAG CLERMONT-FERRAND";"FR07051";"Beaulieu";"Périurbaine";"PM10";"Industrielle";"Oui";"mesures indicatives";"Moy. annuelle";"13.0";"12.556119746689689";"µg-m3";;;;"R";"1";"45.769";"3.155"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO AUVERGNE-RHÔNE-ALPES";"FR84ZRE02";"ZR AUVERGNE-RHONE-ALPES";"FR07052";"Aurillac-Lagarde";"Urbaine";"PM10";"Fond";"Oui";"mesures indicatives";"Moy. annuelle";"9.0";"9.078122130394856";"µg-m3";;;;"R";"1";"44.92008";"2.441082"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO AUVERGNE-RHÔNE-ALPES";"FR84ZRE02";"ZR AUVERGNE-RHONE-ALPES";"FR07054";"Le Puy-Causans";"Urbaine";"PM10";"Fond";"Oui";"mesures indicatives";"Moy. annuelle";"9.0";"9.109006845202348";"µg-m3";;;;"R";"1";"45.039001";"3.887001"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO AUVERGNE-RHÔNE-ALPES";"FR84ZRE02";"ZR AUVERGNE-RHONE-ALPES";"FR07057";"Moulins Centre";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"12.0";"12.31875366740987";"µg-m3";"98.0";"99.0";"97.0";"R";"1";"46.5619722";"3.34063888888888"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO AUVERGNE-RHÔNE-ALPES";"FR84ZRE02";"ZR AUVERGNE-RHONE-ALPES";"FR07058";"Montluçon";"Urbaine";"PM10";"Fond";"Oui";"mesures indicatives";"Moy. annuelle";"12.0";"11.683997252747247";"µg-m3";;;;"R";"1";"46.340723";"2.593945"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO AUVERGNE-RHÔNE-ALPES";"FR84ZRE02";"ZR AUVERGNE-RHONE-ALPES";"FR07059";"Vichy";"Urbaine";"PM10";"Fond";"Oui";"mesures indicatives";"Moy. annuelle";"12.0";"12.345520551316767";"µg-m3";;;;"R";"1";"46.130431";"3.425694"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO AUVERGNE-RHÔNE-ALPES";"FR84ZAG04";"ZAG CLERMONT-FERRAND";"FR07061";"Riom Périurbaine";"Périurbaine";"PM10";"Fond";"Oui";"mesures indicatives";"Moy. annuelle";"14.0";"13.730703259005136";"µg-m3";;;;"R";"1";"45.89674";"3.122254"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO OCCITANIE";"FR76ZAG02";"ZAG MONTPELLIER";"FR08016";"Montpellier Prés d'Arènes";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"17.0";"16.578990017615972";"µg-m3";"97.0";"100.0";"97.0";"R";"1";"43.5915";"3.88681"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO OCCITANIE";"FR76ZRE01";"ZR OCCITANIE";"FR08020";"Lunel Viel";"Périurbaine";"PM10";"Industrielle";"Oui";"mesures indicatives";"Moy. annuelle";"13.0";"13.052340620350252";"µg-m3";;;;"R";"1";"43.6758";"4.08838"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO OCCITANIE";"FR76ZAR02";"ZAR NIMES";"FR08614";"Nimes Gauzy";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"14.0";"13.71148242368179";"µg-m3";"99.0";"99.0";"99.0";"R";"1";"43.8344";"4.3744"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO OCCITANIE";"FR76ZAR02";"ZAR NIMES";"FR08616";"Nimes Planas";"Urbaine";"PM10";"Trafic";"Oui";"mesures fixes";"Moy. annuelle";"17.0";"17.32247640377535";"µg/m3";"96.0";"75.0";"71.0";"N";"-1";"43.8299";"4.36199"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO OCCITANIE";"FR76ZAR01";"ZAR PERPIGNAN";"FR08714";"Perpignan Les Carmes";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"15.0";"14.835403726708119";"µg-m3";"99.0";"100.0";"99.0";"R";"1";"42.6955";"2.90053"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO NOUVELLE-AQUITAINE";"FR75ZRE02";"ZR NOUVELLE-AQUITAINE";"FR09003";"place de VERDUN";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"16.0";"15.811554300505962";"µg-m3";"97.0";"100.0";"97.0";"R";"1";"46.162647";"-1.153684"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO NOUVELLE-AQUITAINE";"FR75ZRE02";"ZR NOUVELLE-AQUITAINE";"FR09008";"Aytré";"Périurbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"17.0";"17.078580675532503";"µg-m3";"97.0";"100.0";"97.0";"R";"1";"46.135134";"-1.117086"
"2025/01/01 00:00:00";"2025/12/31 23:59:59";"ATMO NOUVELLE-AQUITAINE";"FR75ZRE02";"ZR NOUVELLE-AQUITAINE";"FR09015";"Les Couronneries";"Urbaine";"PM10";"Fond";"Oui";"mesures fixes";"Moy. annuelle";"13.0";"13.121557588552653";"µg-m3";"97.0";"100.0";"97.0";"R";"1";"46.586958";"0.358458"
